season,event_code,league,zone_id,zone_name,group_name,group_order,college_name,college_logo,team_name,w_d_l,wins,opponent_points,avg_base_hp_diff,avg_outpost_hp_diff,avg_team_damage,metrics_json
2025,2025RMUC,RMUC,566,中部赛区,B组,13,长安大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525678187820-logo_bule_800x800.png,VGD,1/0/3,1,-5,-1604,-140,3604,"{""对手分"": -5, ""局均全队总伤害血量"": 3604, ""局均总前哨站净胜血量"": -140, ""局均总基地净胜血量"": -1604, ""胜/平/负"": ""1/0/3"", ""胜场数"": 1}"
2025,2025RMUC,RMUC,566,中部赛区,B组,14,重庆大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667252663-logo_blue_800x800.png,千里,1/0/3,1,-10,-800,0,4963,"{""对手分"": -10, ""局均全队总伤害血量"": 4963, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": -800, ""胜/平/负"": ""1/0/3"", ""胜场数"": 1}"
2025,2025RMUC,RMUC,566,中部赛区,B组,15,重庆理工大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525679268288-logo_blue_800x800.png,士继DREAMER,0/0/3,0,7,-3320,-978,1466,"{""对手分"": 7, ""局均全队总伤害血量"": 1466, ""局均总前哨站净胜血量"": -978, ""局均总基地净胜血量"": -3320, ""胜/平/负"": ""0/0/3"", ""胜场数"": 0}"
2025,2025RMUC,RMUC,566,中部赛区,B组,16,沈阳航空航天大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525668135842-logo_blue_800x800.png,TUP,0/0/3,0,1,-2417,-482,2175,"{""对手分"": 1, ""局均全队总伤害血量"": 2175, ""局均总前哨站净胜血量"": -482, ""局均总基地净胜血量"": -2417, ""胜/平/负"": ""0/0/3"", ""胜场数"": 0}"
2025,2025RMUC,RMUC,567,东部赛区,A组,1,山东科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525675697079-logo_blue_800x800.png,SmartRobot,3/0/0,3,9,2696,0,8213,"{""对手分"": 9, ""局均全队总伤害血量"": 8213, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 2696, ""胜/平/负"": ""3/0/0"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,567,东部赛区,A组,2,东北大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667139708-logo_blue_800x800.png,TDT,3/0/0,3,0,1424,249,5875,"{""对手分"": 0, ""局均全队总伤害血量"": 5875, ""局均总前哨站净胜血量"": 249, ""局均总基地净胜血量"": 1424, ""胜/平/负"": ""3/0/0"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,567,东部赛区,A组,3,吉林大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/422493a0-1f3c-4f00-8c95-7ad1f9e1df2c,TARS_Go,3/0/1,3,3,1333,60,7203,"{""对手分"": 3, ""局均全队总伤害血量"": 7203, ""局均总前哨站净胜血量"": 60, ""局均总基地净胜血量"": 1333, ""胜/平/负"": ""3/0/1"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,567,东部赛区,A组,4,华中科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525675209294-logo_blue_800x800.png,狼牙,3/0/1,3,-3,1450,54,6457,"{""对手分"": -3, ""局均全队总伤害血量"": 6457, ""局均总前哨站净胜血量"": 54, ""局均总基地净胜血量"": 1450, ""胜/平/负"": ""3/0/1"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,567,东部赛区,A组,5,东南大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525665086212-logo_yellow_800x800.png,3SE,3/0/1,3,-9,3407,221,7627,"{""对手分"": -9, ""局均全队总伤害血量"": 7627, ""局均总前哨站净胜血量"": 221, ""局均总基地净胜血量"": 3407, ""胜/平/负"": ""3/0/1"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,567,东部赛区,A组,6,大连理工大学,https://rm-static.djicdn.com/tem/19806/1f076093d63e91576572667729907724.png,凌BUG,3/0/2,3,3,802,0,6264,"{""对手分"": 3, ""局均全队总伤害血量"": 6264, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 802, ""胜/平/负"": ""3/0/2"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,567,东部赛区,A组,7,中国石油大学（北京）,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/536194b1-d052-480f-b5b9-fbd2ef9d6dc8,SPR,3/0/2,3,-1,384,92,5269,"{""对手分"": -1, ""局均全队总伤害血量"": 5269, ""局均总前哨站净胜血量"": 92, ""局均总基地净胜血量"": 384, ""胜/平/负"": ""3/0/2"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,567,东部赛区,A组,8,北京科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525666158923-logo_blue_800x800.png,Reborn,3/0/2,3,-10,855,141,5641,"{""对手分"": -10, ""局均全队总伤害血量"": 5641, ""局均总前哨站净胜血量"": 141, ""局均总基地净胜血量"": 855, ""胜/平/负"": ""3/0/2"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,567,东部赛区,A组,9,齐鲁工业大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/4c4f28ef-93a7-4df1-ada4-5c0ad826f07d,Adam,2/0/3,2,10,-1378,0,4272,"{""对手分"": 10, ""局均全队总伤害血量"": 4272, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": -1378, ""胜/平/负"": ""2/0/3"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,567,东部赛区,A组,10,辽宁科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667029196-logo_blue_800x800.png,COD,2/0/3,2,-1,-1263,157,4995,"{""对手分"": -1, ""局均全队总伤害血量"": 4995, ""局均总前哨站净胜血量"": 157, ""局均总基地净胜血量"": -1263, ""胜/平/负"": ""2/0/3"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,567,东部赛区,A组,11,中北大学,https://rm-static.djicdn.com/games-backend/545f6aae-fcc7-4094-85e0-ea6f30596d73,606,2/0/3,2,-5,-820,-359,3714,"{""对手分"": -5, ""局均全队总伤害血量"": 3714, ""局均总前哨站净胜血量"": -359, ""局均总基地净胜血量"": -820, ""胜/平/负"": ""2/0/3"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,567,东部赛区,A组,12,北京理工大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667569344-logo_green_800x800.png,追梦,1/0/3,1,9,-1729,-231,4092,"{""对手分"": 9, ""局均全队总伤害血量"": 4092, ""局均总前哨站净胜血量"": -231, ""局均总基地净胜血量"": -1729, ""胜/平/负"": ""1/0/3"", ""胜场数"": 1}"
2025,2025RMUC,RMUC,567,东部赛区,A组,13,宁波工程学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/d2aac8c4-b7af-4a5f-9cca-911beea0bb71,New Legends,1/0/3,1,-1,-2337,269,2437,"{""对手分"": -1, ""局均全队总伤害血量"": 2437, ""局均总前哨站净胜血量"": 269, ""局均总基地净胜血量"": -2337, ""胜/平/负"": ""1/0/3"", ""胜场数"": 1}"
2025,2025RMUC,RMUC,567,东部赛区,A组,14,山东理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/cd7bb6a9-f1cf-4f8d-9275-0f919de56a07,齐奇,1/0/3,1,-3,-530,183,3900,"{""对手分"": -3, ""局均全队总伤害血量"": 3900, ""局均总前哨站净胜血量"": 183, ""局均总基地净胜血量"": -530, ""胜/平/负"": ""1/0/3"", ""胜场数"": 1}"
2025,2025RMUC,RMUC,567,东部赛区,A组,15,浙江理工大学,https://rm-static.djicdn.com/games-backend/cc13a4ef-f77c-47f6-8d39-06b40ebe0af6,钱塘蛟,0/0/3,0,1,-1214,-55,2406,"{""对手分"": 1, ""局均全队总伤害血量"": 2406, ""局均总前哨站净胜血量"": -55, ""局均总基地净胜血量"": -1214, ""胜/平/负"": ""0/0/3"", ""胜场数"": 0}"
2025,2025RMUC,RMUC,567,东部赛区,A组,16,东华大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/951ba744-0a29-48c8-8ddd-cfd2f1ab959f,DIODE,0/0/3,0,-2,-1984,-1062,1292,"{""对手分"": -2, ""局均全队总伤害血量"": 1292, ""局均总前哨站净胜血量"": -1062, ""局均总基地净胜血量"": -1984, ""胜/平/负"": ""0/0/3"", ""胜场数"": 0}"
2025,2025RMUC,RMUC,567,东部赛区,B组,1,太原工业学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/c7de86e0-a829-4d6d-9329-3228f57ded92,火线,3/0/0,3,11,2034,369,8155,"{""对手分"": 11, ""局均全队总伤害血量"": 8155, ""局均总前哨站净胜血量"": 369, ""局均总基地净胜血量"": 2034, ""胜/平/负"": ""3/0/0"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,567,东部赛区,B组,2,首都师范大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/a061e111-f402-4e01-884e-0b5c95f7ab5e,PIE,3/0/0,3,-4,491,315,4379,"{""对手分"": -4, ""局均全队总伤害血量"": 4379, ""局均总前哨站净胜血量"": 315, ""局均总基地净胜血量"": 491, ""胜/平/负"": ""3/0/0"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,567,东部赛区,B组,3,同济大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525665507590-logo_blue_800x800.png,SuperPower,3/0/1,3,7,2162,259,8297,"{""对手分"": 7, ""局均全队总伤害血量"": 8297, ""局均总前哨站净胜血量"": 259, ""局均总基地净胜血量"": 2162, ""胜/平/负"": ""3/0/1"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,567,东部赛区,B组,4,哈尔滨工业大学（威海）,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/496f97c0-f329-4457-ae1e-1476c467ff94,HERO,3/0/1,3,2,1568,35,7808,"{""对手分"": 2, ""局均全队总伤害血量"": 7808, ""局均总前哨站净胜血量"": 35, ""局均总基地净胜血量"": 1568, ""胜/平/负"": ""3/0/1"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,567,东部赛区,B组,5,中国矿业大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667804487-logo_blue_800x800.png,CUBOT,3/0/1,3,-3,2875,528,7353,"{""对手分"": -3, ""局均全队总伤害血量"": 7353, ""局均总前哨站净胜血量"": 528, ""局均总基地净胜血量"": 2875, ""胜/平/负"": ""3/0/1"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,567,东部赛区,B组,6,南京航空航天大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525679454590-logo_purple_800x800.png,长空御风,3/0/2,3,6,1227,-98,7436,"{""对手分"": 6, ""局均全队总伤害血量"": 7436, ""局均总前哨站净胜血量"": -98, ""局均总基地净胜血量"": 1227, ""胜/平/负"": ""3/0/2"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,567,东部赛区,B组,7,天津大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667950468-logo_blue_800x800.png,北洋机甲,3/0/2,3,-4,887,-1,5710,"{""对手分"": -4, ""局均全队总伤害血量"": 5710, ""局均总前哨站净胜血量"": -1, ""局均总基地净胜血量"": 887, ""胜/平/负"": ""3/0/2"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,567,东部赛区,B组,8,南京理工大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525665364632-logo_purple_800x800.png,Alliance,3/0/2,3,-9,1389,520,5288,"{""对手分"": -9, ""局均全队总伤害血量"": 5288, ""局均总前哨站净胜血量"": 520, ""局均总基地净胜血量"": 1389, ""胜/平/负"": ""3/0/2"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,567,东部赛区,B组,9,浙江纺织服装职业技术学院,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525676616592-logo_red_800x800.png,RoboFuture,2/0/3,2,6,-1515,-211,3358,"{""对手分"": 6, ""局均全队总伤害血量"": 3358, ""局均总前哨站净胜血量"": -211, ""局均总基地净胜血量"": -1515, ""胜/平/负"": ""2/0/3"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,567,东部赛区,B组,10,燕山大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525676163698-logo_blue_800x800.png,燕鹰,2/0/3,2,2,-916,-178,3316,"{""对手分"": 2, ""局均全队总伤害血量"": 3316, ""局均总前哨站净胜血量"": -178, ""局均总基地净胜血量"": -916, ""胜/平/负"": ""2/0/3"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,567,东部赛区,B组,11,上海工程技术大学,https://rm-static.djicdn.com/games-backend/42a2f807-035c-49bc-9e1d-782239209b82,木鸢Birdiebot,2/0/3,2,-1,-1081,200,5122,"{""对手分"": -1, ""局均全队总伤害血量"": 5122, ""局均总前哨站净胜血量"": 200, ""局均总基地净胜血量"": -1081, ""胜/平/负"": ""2/0/3"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,567,东部赛区,B组,12,河北工业大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/41eef11b-8cc7-483e-88e0-900af812a330,山海机甲,1/0/3,1,1,-1864,54,2903,"{""对手分"": 1, ""局均全队总伤害血量"": 2903, ""局均总前哨站净胜血量"": 54, ""局均总基地净胜血量"": -1864, ""胜/平/负"": ""1/0/3"", ""胜场数"": 1}"
2025,2025RMUC,RMUC,567,东部赛区,B组,13,西安理工大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525666732892-logo_purple_800x800.png,NEXT E,1/0/3,1,-5,-1270,-279,2094,"{""对手分"": -5, ""局均全队总伤害血量"": 2094, ""局均总前哨站净胜血量"": -279, ""局均总基地净胜血量"": -1270, ""胜/平/负"": ""1/0/3"", ""胜场数"": 1}"
2025,2025RMUC,RMUC,567,东部赛区,B组,14,江苏大学,https://rm-static.djicdn.com/games-backend/a359db96-84c9-463e-b79d-6e4ca9baff72,Aurora,1/0/3,1,-9,-1285,-346,2407,"{""对手分"": -9, ""局均全队总伤害血量"": 2407, ""局均总前哨站净胜血量"": -346, ""局均总基地净胜血量"": -1285, ""胜/平/负"": ""1/0/3"", ""胜场数"": 1}"
2025,2025RMUC,RMUC,567,东部赛区,B组,15,青岛大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/a5fece37-9a43-40a6-89a7-154a35a20ffb,未来,0/0/3,0,1,-2829,-724,2028,"{""对手分"": 1, ""局均全队总伤害血量"": 2028, ""局均总前哨站净胜血量"": -724, ""局均总基地净胜血量"": -2829, ""胜/平/负"": ""0/0/3"", ""胜场数"": 0}"
2025,2025RMUC,RMUC,567,东部赛区,B组,16,上海科技大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/2b477b2a-e4af-4632-9716-362ce888bc6c,Magician,0/0/3,0,-3,-1775,-574,2542,"{""对手分"": -3, ""局均全队总伤害血量"": 2542, ""局均总前哨站净胜血量"": -574, ""局均总基地净胜血量"": -1775, ""胜/平/负"": ""0/0/3"", ""胜场数"": 0}"
2025,2025RMUC,RMUC,570,复活赛第一赛段,A组,1,西安交通大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525666415627-logo_red_800x800.png,笃行,3/0/0,3,-1,3457,131,8923,"{""对手分"": -1, ""局均全队总伤害血量"": 8923, ""局均总前哨站净胜血量"": 131, ""局均总基地净胜血量"": 3457, ""胜/平/负"": ""3/0/0"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,570,复活赛第一赛段,A组,2,四川大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667988074-logo_red_800x800.png,火锅,2/0/1,2,7,145,0,5264,"{""对手分"": 7, ""局均全队总伤害血量"": 5264, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 145, ""胜/平/负"": ""2/0/1"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,570,复活赛第一赛段,A组,3,武汉工程大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/a413c7fa-e03f-4b01-922a-fc05d46aba6f,Nautilus,2/0/1,2,2,1338,-131,7243,"{""对手分"": 2, ""局均全队总伤害血量"": 7243, ""局均总前哨站净胜血量"": -131, ""局均总基地净胜血量"": 1338, ""胜/平/负"": ""2/0/1"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,570,复活赛第一赛段,A组,4,华东理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/bbd1ecfe-4c6a-4b6d-927f-c13e4782d613,起源,2/0/1,2,-5,1103,0,7458,"{""对手分"": -5, ""局均全队总伤害血量"": 7458, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 1103, ""胜/平/负"": ""2/0/1"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,570,复活赛第一赛段,A组,5,首都师范大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/a061e111-f402-4e01-884e-0b5c95f7ab5e,PIE,1/0/2,1,1,-1242,0,5776,"{""对手分"": 1, ""局均全队总伤害血量"": 5776, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": -1242, ""胜/平/负"": ""1/0/2"", ""胜场数"": 1}"
2025,2025RMUC,RMUC,570,复活赛第一赛段,A组,6,东北林业大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525678704382-logo_green_800x800.png,Ares,1/0/2,1,-1,-1061,0,4915,"{""对手分"": -1, ""局均全队总伤害血量"": 4915, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": -1061, ""胜/平/负"": ""1/0/2"", ""胜场数"": 1}"
2025,2025RMUC,RMUC,570,复活赛第一赛段,A组,7,桂林信息科技学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/d3dc9ad2-09a2-4a2a-b9cd-8ceee5baa400,GIRT,0/0/2,0,4,-3913,0,4883,"{""对手分"": 4, ""局均全队总伤害血量"": 4883, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": -3913, ""胜/平/负"": ""0/0/2"", ""胜场数"": 0}"
2025,2025RMUC,RMUC,570,复活赛第一赛段,A组,8,华中科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525675209294-logo_blue_800x800.png,狼牙,0/0/2,0,1,-2011,0,4969,"{""对手分"": 1, ""局均全队总伤害血量"": 4969, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": -2011, ""胜/平/负"": ""0/0/2"", ""胜场数"": 0}"
2025,2025RMUC,RMUC,570,复活赛第一赛段,B组,1,东南大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525665086212-logo_yellow_800x800.png,3SE,3/0/0,3,0,3136,303,8320,"{""对手分"": 0, ""局均全队总伤害血量"": 8320, ""局均总前哨站净胜血量"": 303, ""局均总基地净胜血量"": 3136, ""胜/平/负"": ""3/0/0"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,570,复活赛第一赛段,B组,2,南昌大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525699199414-logo_blue_800x800.png,Passion,2/0/1,2,7,399,-94,6802,"{""对手分"": 7, ""局均全队总伤害血量"": 6802, ""局均总前哨站净胜血量"": -94, ""局均总基地净胜血量"": 399, ""胜/平/负"": ""2/0/1"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,570,复活赛第一赛段,B组,3,大连理工大学,https://rm-static.djicdn.com/tem/19806/1f076093d63e91576572667729907724.png,凌BUG,2/0/1,2,1,107,-61,6253,"{""对手分"": 1, ""局均全队总伤害血量"": 6253, ""局均总前哨站净胜血量"": -61, ""局均总基地净胜血量"": 107, ""胜/平/负"": ""2/0/1"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,570,复活赛第一赛段,B组,4,哈尔滨工业大学（深圳）,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/e67c1d7c-25e6-4491-9f63-58c7bdba727e,南工骁鹰,2/0/1,2,-4,923,104,7329,"{""对手分"": -4, ""局均全队总伤害血量"": 7329, ""局均总前哨站净胜血量"": 104, ""局均总基地净胜血量"": 923, ""胜/平/负"": ""2/0/1"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,570,复活赛第一赛段,B组,5,华北科技学院,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525674748988-logo_blue_800x800.png,风暴,1/0/2,1,4,-355,0,6059,"{""对手分"": 4, ""局均全队总伤害血量"": 6059, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": -355, ""胜/平/负"": ""1/0/2"", ""胜场数"": 1}"
2025,2025RMUC,RMUC,570,复活赛第一赛段,B组,6,天津大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667950468-logo_blue_800x800.png,北洋机甲,1/0/2,1,-1,402,233,5789,"{""对手分"": -1, ""局均全队总伤害血量"": 5789, ""局均总前哨站净胜血量"": 233, ""局均总基地净胜血量"": 402, ""胜/平/负"": ""1/0/2"", ""胜场数"": 1}"
2025,2025RMUC,RMUC,570,复活赛第一赛段,B组,7,厦门大学嘉庚学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/74fa4796-2b58-4d72-8b60-2150168b72fe,TCR,0/0/2,0,1,-4502,-798,2217,"{""对手分"": 1, ""局均全队总伤害血量"": 2217, ""局均总前哨站净胜血量"": -798, ""局均总基地净胜血量"": -4502, ""胜/平/负"": ""0/0/2"", ""胜场数"": 0}"
2025,2025RMUC,RMUC,570,复活赛第一赛段,B组,8,北京理工大学（珠海）,https://rm-static.djicdn.com/games-backend/ada10511-ba40-41bd-9703-3e53d888e8cb,毅恒,0/0/2,0,-1,-2483,0,5480,"{""对手分"": -1, ""局均全队总伤害血量"": 5480, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": -2483, ""胜/平/负"": ""0/0/2"", ""胜场数"": 0}"
2025,2025RMUC,RMUC,571,复活赛第二赛段,C组,1,大连理工大学,https://rm-static.djicdn.com/tem/19806/1f076093d63e91576572667729907724.png,凌BUG,3/0/0,3,1,2414,215,8415,"{""对手分"": 1, ""局均全队总伤害血量"": 8415, ""局均总前哨站净胜血量"": 215, ""局均总基地净胜血量"": 2414, ""胜/平/负"": ""3/0/0"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,571,复活赛第二赛段,C组,2,武汉工程大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/a413c7fa-e03f-4b01-922a-fc05d46aba6f,Nautilus,2/0/1,2,6,930,-171,6521,"{""对手分"": 6, ""局均全队总伤害血量"": 6521, ""局均总前哨站净胜血量"": -171, ""局均总基地净胜血量"": 930, ""胜/平/负"": ""2/0/1"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,571,复活赛第二赛段,C组,3,哈尔滨工业大学（深圳）,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/e67c1d7c-25e6-4491-9f63-58c7bdba727e,南工骁鹰,2/0/1,2,-1,1560,431,7554,"{""对手分"": -1, ""局均全队总伤害血量"": 7554, ""局均总前哨站净胜血量"": 431, ""局均总基地净胜血量"": 1560, ""胜/平/负"": ""2/0/1"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,571,复活赛第二赛段,C组,4,华东理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/bbd1ecfe-4c6a-4b6d-927f-c13e4782d613,起源,2/0/1,2,-4,1019,0,8156,"{""对手分"": -4, ""局均全队总伤害血量"": 8156, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 1019, ""胜/平/负"": ""2/0/1"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,571,复活赛第二赛段,C组,5,四川大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667988074-logo_red_800x800.png,火锅,1/0/2,1,5,-505,447,5851,"{""对手分"": 5, ""局均全队总伤害血量"": 5851, ""局均总前哨站净胜血量"": 447, ""局均总基地净胜血量"": -505, ""胜/平/负"": ""1/0/2"", ""胜场数"": 1}"
2025,2025RMUC,RMUC,571,复活赛第二赛段,C组,6,香港科技大学,https://terra-us-pro-rm-prod-pub-us.s3.amazonaws.com/da84bc27e35640e4b9feecd839639d57/b3b3847d-535c-47a4-bc43-b694cb2d7ca9,ENTERPRIZE,1/0/2,1,2,-1195,-12,6292,"{""对手分"": 2, ""局均全队总伤害血量"": 6292, ""局均总前哨站净胜血量"": -12, ""局均总基地净胜血量"": -1195, ""胜/平/负"": ""1/0/2"", ""胜场数"": 1}"
2025,2025RMUC,RMUC,571,复活赛第二赛段,C组,7,新潟联合大学,https://rm-static.djicdn.com/games-backend/d2947eee-10e3-4d28-9a9c-93c622bb3cd2,Phoenix Robots,0/0/2,0,0,-3011,-1295,1263,"{""对手分"": 0, ""局均全队总伤害血量"": 1263, ""局均总前哨站净胜血量"": -1295, ""局均总基地净胜血量"": -3011, ""胜/平/负"": ""0/0/2"", ""胜场数"": 0}"
2025,2025RMUC,RMUC,571,复活赛第二赛段,C组,8,南昌大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525699199414-logo_blue_800x800.png,Passion,0/0/2,0,-2,-2811,-18,4404,"{""对手分"": -2, ""局均全队总伤害血量"": 4404, ""局均总前哨站净胜血量"": -18, ""局均总基地净胜血量"": -2811, ""胜/平/负"": ""0/0/2"", ""胜场数"": 0}"
